nom_chaine,heure,contexte_jour,est_ramadan,est_ferie,age_groupe_pred,sexe_pred,revenu_pred,nb_foyers
Attessia TV,0,Dimanche,0,0,18-24,F,eleve,2
Attessia TV,0,Dimanche,0,0,18-24,F,faible,14
Attessia TV,0,Dimanche,0,0,18-24,F,moyen,26
Attessia TV,0,Dimanche,0,0,18-24,H,eleve,6
Attessia TV,0,Dimanche,0,0,18-24,H,faible,80
Attessia TV,0,Dimanche,0,0,18-24,H,moyen,90
Attessia TV,0,Dimanche,0,0,25-34,F,faible,12
Attessia TV,0,Dimanche,0,0,25-34,F,moyen,34
Attessia TV,0,Dimanche,0,0,25-34,H,faible,70
Attessia TV,0,Dimanche,0,0,25-34,H,moyen,116
Attessia TV,0,Dimanche,0,0,35-44,F,faible,36
Attessia TV,0,Dimanche,0,0,35-44,F,moyen,52
Attessia TV,0,Dimanche,0,0,35-44,H,faible,84
Attessia TV,0,Dimanche,0,0,35-44,H,moyen,142
Attessia TV,0,Dimanche,0,0,45+,F,faible,6
Attessia TV,0,Dimanche,0,0,45+,F,moyen,18
Attessia TV,0,Dimanche,0,0,45+,H,faible,48
Attessia TV,0,Dimanche,0,0,45+,H,moyen,68
Attessia TV,0,Jeudi,0,1,18-24,F,eleve,4
Attessia TV,0,Jeudi,0,1,18-24,F,faible,32
Attessia TV,0,Jeudi,0,1,18-24,F,moyen,8
Attessia TV,0,Jeudi,0,1,18-24,H,eleve,2
Attessia TV,0,Jeudi,0,1,18-24,H,faible,74
Attessia TV,0,Jeudi,0,1,18-24,H,moyen,68
Attessia TV,0,Jeudi,0,1,25-34,F,faible,12
Attessia TV,0,Jeudi,0,1,25-34,F,moyen,54
Attessia TV,0,Jeudi,0,1,25-34,H,eleve,4
Attessia TV,0,Jeudi,0,1,25-34,H,faible,78
Attessia TV,0,Jeudi,0,1,25-34,H,moyen,70
Attessia TV,0,Jeudi,0,1,35-44,F,faible,18
Attessia TV,0,Jeudi,0,1,35-44,F,moyen,38
Attessia TV,0,Jeudi,0,1,35-44,H,eleve,2
Attessia TV,0,Jeudi,0,1,35-44,H,faible,84
Attessia TV,0,Jeudi,0,1,35-44,H,moyen,124
Attessia TV,0,Jeudi,0,1,45+,F,faible,14
Attessia TV,0,Jeudi,0,1,45+,F,moyen,30
Attessia TV,0,Jeudi,0,1,45+,H,eleve,2
Attessia TV,0,Jeudi,0,1,45+,H,faible,22
Attessia TV,0,Jeudi,0,1,45+,H,moyen,66
Attessia TV,0,Lundi,0,0,18-24,F,eleve,2
Attessia TV,0,Lundi,0,0,18-24,F,faible,18
Attessia TV,0,Lundi,0,0,18-24,F,moyen,18
Attessia TV,0,Lundi,0,0,18-24,H,eleve,10
Attessia TV,0,Lundi,0,0,18-24,H,faible,44
Attessia TV,0,Lundi,0,0,18-24,H,moyen,52
Attessia TV,0,Lundi,0,0,25-34,F,faible,8
Attessia TV,0,Lundi,0,0,25-34,F,moyen,24
Attessia TV,0,Lundi,0,0,25-34,H,faible,48
Attessia TV,0,Lundi,0,0,25-34,H,moyen,62
Attessia TV,0,Lundi,0,0,35-44,F,faible,26
Attessia TV,0,Lundi,0,0,35-44,F,moyen,28
Attessia TV,0,Lundi,0,0,35-44,H,eleve,4
Attessia TV,0,Lundi,0,0,35-44,H,faible,70
Attessia TV,0,Lundi,0,0,35-44,H,moyen,74
Attessia TV,0,Lundi,0,0,45+,F,faible,4
Attessia TV,0,Lundi,0,0,45+,F,moyen,4
Attessia TV,0,Lundi,0,0,45+,H,faible,20
Attessia TV,0,Lundi,0,0,45+,H,moyen,54
Attessia TV,0,Mardi,0,0,18-24,F,faible,10
Attessia TV,0,Mardi,0,0,18-24,F,moyen,20
Attessia TV,0,Mardi,0,0,18-24,H,eleve,2
Attessia TV,0,Mardi,0,0,18-24,H,faible,42
Attessia TV,0,Mardi,0,0,18-24,H,moyen,60
Attessia TV,0,Mardi,0,0,25-34,F,faible,2
Attessia TV,0,Mardi,0,0,25-34,F,moyen,32
Attessia TV,0,Mardi,0,0,25-34,H,eleve,2
Attessia TV,0,Mardi,0,0,25-34,H,faible,40
Attessia TV,0,Mardi,0,0,25-34,H,moyen,44
Attessia TV,0,Mardi,0,0,35-44,F,faible,18
Attessia TV,0,Mardi,0,0,35-44,F,moyen,32
Attessia TV,0,Mardi,0,0,35-44,H,faible,30
Attessia TV,0,Mardi,0,0,35-44,H,moyen,96
Attessia TV,0,Mardi,0,0,45+,F,faible,8
Attessia TV,0,Mardi,0,0,45+,F,moyen,8
Attessia TV,0,Mardi,0,0,45+,H,faible,28
Attessia TV,0,Mardi,0,0,45+,H,moyen,38
Attessia TV,0,Mercredi,0,0,18-24,F,eleve,2
Attessia TV,0,Mercredi,0,0,18-24,F,faible,14
Attessia TV,0,Mercredi,0,0,18-24,F,moyen,22
Attessia TV,0,Mercredi,0,0,18-24,H,eleve,6
Attessia TV,0,Mercredi,0,0,18-24,H,faible,30
Attessia TV,0,Mercredi,0,0,18-24,H,moyen,72
Attessia TV,0,Mercredi,0,0,25-34,F,faible,10
Attessia TV,0,Mercredi,0,0,25-34,F,moyen,32
Attessia TV,0,Mercredi,0,0,25-34,H,eleve,2
Attessia TV,0,Mercredi,0,0,25-34,H,faible,62
Attessia TV,0,Mercredi,0,0,25-34,H,moyen,62
Attessia TV,0,Mercredi,0,0,35-44,F,faible,24
Attessia TV,0,Mercredi,0,0,35-44,F,moyen,18
Attessia TV,0,Mercredi,0,0,35-44,H,eleve,2
Attessia TV,0,Mercredi,0,0,35-44,H,faible,48
Attessia TV,0,Mercredi,0,0,35-44,H,moyen,70
Attessia TV,0,Mercredi,0,0,45+,F,faible,6
Attessia TV,0,Mercredi,0,0,45+,F,moyen,16
Attessia TV,0,Mercredi,0,0,45+,H,faible,36
Attessia TV,0,Mercredi,0,0,45+,H,moyen,42
Attessia TV,0,Samedi,0,0,18-24,F,eleve,2
Attessia TV,0,Samedi,0,0,18-24,F,faible,22
Attessia TV,0,Samedi,0,0,18-24,F,moyen,28
Attessia TV,0,Samedi,0,0,18-24,H,eleve,8
Attessia TV,0,Samedi,0,0,18-24,H,faible,60
Attessia TV,0,Samedi,0,0,18-24,H,moyen,64
Attessia TV,0,Samedi,0,0,25-34,F,faible,22
Attessia TV,0,Samedi,0,0,25-34,F,moyen,36
Attessia TV,0,Samedi,0,0,25-34,H,faible,82
Attessia TV,0,Samedi,0,0,25-34,H,moyen,96
Attessia TV,0,Samedi,0,0,35-44,F,faible,36
Attessia TV,0,Samedi,0,0,35-44,F,moyen,54
Attessia TV,0,Samedi,0,0,35-44,H,faible,78
Attessia TV,0,Samedi,0,0,35-44,H,moyen,100
Attessia TV,0,Samedi,0,0,45+,F,faible,12
Attessia TV,0,Samedi,0,0,45+,F,moyen,22
Attessia TV,0,Samedi,0,0,45+,H,faible,40
Attessia TV,0,Samedi,0,0,45+,H,moyen,56
Attessia TV,0,Vendredi,0,0,18-24,F,faible,34
Attessia TV,0,Vendredi,0,0,18-24,F,moyen,28
Attessia TV,0,Vendredi,0,0,18-24,H,eleve,4
Attessia TV,0,Vendredi,0,0,18-24,H,faible,74
Attessia TV,0,Vendredi,0,0,18-24,H,moyen,76
Attessia TV,0,Vendredi,0,0,25-34,F,faible,24
Attessia TV,0,Vendredi,0,0,25-34,F,moyen,34
Attessia TV,0,Vendredi,0,0,25-34,H,eleve,2
Attessia TV,0,Vendredi,0,0,25-34,H,faible,90
Attessia TV,0,Vendredi,0,0,25-34,H,moyen,148
Attessia TV,0,Vendredi,0,0,35-44,F,faible,38
Attessia TV,0,Vendredi,0,0,35-44,F,moyen,52
Attessia TV,0,Vendredi,0,0,35-44,H,faible,114
Attessia TV,0,Vendredi,0,0,35-44,H,moyen,188
Attessia TV,0,Vendredi,0,0,45+,F,faible,14
Attessia TV,0,Vendredi,0,0,45+,F,moyen,16
Attessia TV,0,Vendredi,0,0,45+,H,faible,68
Attessia TV,0,Vendredi,0,0,45+,H,moyen,54
Attessia TV,1,Dimanche,0,0,18-24,F,faible,6
Attessia TV,1,Dimanche,0,0,18-24,F,moyen,12
Attessia TV,1,Dimanche,0,0,18-24,H,faible,38
Attessia TV,1,Dimanche,0,0,18-24,H,moyen,48
Attessia TV,1,Dimanche,0,0,25-34,F,faible,10
Attessia TV,1,Dimanche,0,0,25-34,F,moyen,12
Attessia TV,1,Dimanche,0,0,25-34,H,faible,48
Attessia TV,1,Dimanche,0,0,25-34,H,moyen,78
Attessia TV,1,Dimanche,0,0,35-44,F,eleve,2
Attessia TV,1,Dimanche,0,0,35-44,F,faible,10
Attessia TV,1,Dimanche,0,0,35-44,F,moyen,22
Attessia TV,1,Dimanche,0,0,35-44,H,faible,42
Attessia TV,1,Dimanche,0,0,35-44,H,moyen,78
Attessia TV,1,Dimanche,0,0,45+,F,faible,6
Attessia TV,1,Dimanche,0,0,45+,F,moyen,16
Attessia TV,1,Dimanche,0,0,45+,H,faible,16
Attessia TV,1,Dimanche,0,0,45+,H,moyen,26
Attessia TV,1,Jeudi,0,1,18-24,F,eleve,4
Attessia TV,1,Jeudi,0,1,18-24,F,faible,10
Attessia TV,1,Jeudi,0,1,18-24,F,moyen,12
Attessia TV,1,Jeudi,0,1,18-24,H,faible,42
Attessia TV,1,Jeudi,0,1,18-24,H,moyen,26
Attessia TV,1,Jeudi,0,1,25-34,F,faible,8
Attessia TV,1,Jeudi,0,1,25-34,F,moyen,22
Attessia TV,1,Jeudi,0,1,25-34,H,faible,40
Attessia TV,1,Jeudi,0,1,25-34,H,moyen,32
Attessia TV,1,Jeudi,0,1,35-44,F,faible,12
Attessia TV,1,Jeudi,0,1,35-44,F,moyen,30
Attessia TV,1,Jeudi,0,1,35-44,H,faible,28
Attessia TV,1,Jeudi,0,1,35-44,H,moyen,78
Attessia TV,1,Jeudi,0,1,45+,F,faible,6
Attessia TV,1,Jeudi,0,1,45+,F,moyen,10
Attessia TV,1,Jeudi,0,1,45+,H,faible,16
Attessia TV,1,Jeudi,0,1,45+,H,moyen,34
Attessia TV,1,Lundi,0,0,18-24,F,faible,12
Attessia TV,1,Lundi,0,0,18-24,F,moyen,2
Attessia TV,1,Lundi,0,0,18-24,H,eleve,2
Attessia TV,1,Lundi,0,0,18-24,H,faible,24
Attessia TV,1,Lundi,0,0,18-24,H,moyen,14
Attessia TV,1,Lundi,0,0,25-34,F,faible,2
Attessia TV,1,Lundi,0,0,25-34,F,moyen,4
Attessia TV,1,Lundi,0,0,25-34,H,faible,12
Attessia TV,1,Lundi,0,0,25-34,H,moyen,32
Attessia TV,1,Lundi,0,0,35-44,F,faible,12
Attessia TV,1,Lundi,0,0,35-44,F,moyen,20
Attessia TV,1,Lundi,0,0,35-44,H,eleve,2
Attessia TV,1,Lundi,0,0,35-44,H,faible,30
Attessia TV,1,Lundi,0,0,35-44,H,moyen,36
Attessia TV,1,Lundi,0,0,45+,F,faible,2
Attessia TV,1,Lundi,0,0,45+,F,moyen,4
Attessia TV,1,Lundi,0,0,45+,H,faible,16
Attessia TV,1,Lundi,0,0,45+,H,moyen,8
Attessia TV,1,Mardi,0,0,18-24,F,faible,6
Attessia TV,1,Mardi,0,0,18-24,F,moyen,4
Attessia TV,1,Mardi,0,0,18-24,H,faible,12
Attessia TV,1,Mardi,0,0,18-24,H,moyen,20
Attessia TV,1,Mardi,0,0,25-34,F,faible,6
Attessia TV,1,Mardi,0,0,25-34,F,moyen,6
Attessia TV,1,Mardi,0,0,25-34,H,faible,12
Attessia TV,1,Mardi,0,0,25-34,H,moyen,22
Attessia TV,1,Mardi,0,0,35-44,F,moyen,8
Attessia TV,1,Mardi,0,0,35-44,H,eleve,2
Attessia TV,1,Mardi,0,0,35-44,H,faible,20
Attessia TV,1,Mardi,0,0,35-44,H,moyen,24
Attessia TV,1,Mardi,0,0,45+,F,faible,8
Attessia TV,1,Mardi,0,0,45+,F,moyen,2
Attessia TV,1,Mardi,0,0,45+,H,faible,8
Attessia TV,1,Mardi,0,0,45+,H,moyen,14
Attessia TV,1,Mercredi,0,0,18-24,F,eleve,2
Attessia TV,1,Mercredi,0,0,18-24,F,faible,4
Attessia TV,1,Mercredi,0,0,18-24,F,moyen,18
Attessia TV,1,Mercredi,0,0,18-24,H,faible,16
Attessia TV,1,Mercredi,0,0,18-24,H,moyen,12
Attessia TV,1,Mercredi,0,0,25-34,F,faible,2
Attessia TV,1,Mercredi,0,0,25-34,F,moyen,2
Attessia TV,1,Mercredi,0,0,25-34,H,eleve,2
Attessia TV,1,Mercredi,0,0,25-34,H,faible,10
Attessia TV,1,Mercredi,0,0,25-34,H,moyen,14
Attessia TV,1,Mercredi,0,0,35-44,F,faible,8
Attessia TV,1,Mercredi,0,0,35-44,F,moyen,6
Attessia TV,1,Mercredi,0,0,35-44,H,eleve,2
Attessia TV,1,Mercredi,0,0,35-44,H,faible,20
Attessia TV,1,Mercredi,0,0,35-44,H,moyen,28
Attessia TV,1,Mercredi,0,0,45+,H,faible,20
Attessia TV,1,Mercredi,0,0,45+,H,moyen,18
Attessia TV,1,Samedi,0,0,18-24,F,faible,8
Attessia TV,1,Samedi,0,0,18-24,F,moyen,6
Attessia TV,1,Samedi,0,0,18-24,H,eleve,2
Attessia TV,1,Samedi,0,0,18-24,H,faible,14
Attessia TV,1,Samedi,0,0,18-24,H,moyen,24
Attessia TV,1,Samedi,0,0,25-34,F,faible,4
Attessia TV,1,Samedi,0,0,25-34,F,moyen,4
Attessia TV,1,Samedi,0,0,25-34,H,faible,34
Attessia TV,1,Samedi,0,0,25-34,H,moyen,50
Attessia TV,1,Samedi,0,0,35-44,F,faible,8
Attessia TV,1,Samedi,0,0,35-44,F,moyen,14
Attessia TV,1,Samedi,0,0,35-44,H,faible,42
Attessia TV,1,Samedi,0,0,35-44,H,moyen,58
Attessia TV,1,Samedi,0,0,45+,F,faible,10
Attessia TV,1,Samedi,0,0,45+,F,moyen,12
Attessia TV,1,Samedi,0,0,45+,H,faible,22
Attessia TV,1,Samedi,0,0,45+,H,moyen,22
Attessia TV,1,Vendredi,0,0,18-24,F,faible,24
Attessia TV,1,Vendredi,0,0,18-24,F,moyen,22
Attessia TV,1,Vendredi,0,0,18-24,H,eleve,4
Attessia TV,1,Vendredi,0,0,18-24,H,faible,32
Attessia TV,1,Vendredi,0,0,18-24,H,moyen,36
Attessia TV,1,Vendredi,0,0,25-34,F,faible,6
Attessia TV,1,Vendredi,0,0,25-34,F,moyen,12
Attessia TV,1,Vendredi,0,0,25-34,H,faible,40
Attessia TV,1,Vendredi,0,0,25-34,H,moyen,52
Attessia TV,1,Vendredi,0,0,35-44,F,faible,12
Attessia TV,1,Vendredi,0,0,35-44,F,moyen,18
Attessia TV,1,Vendredi,0,0,35-44,H,faible,38
Attessia TV,1,Vendredi,0,0,35-44,H,moyen,70
Attessia TV,1,Vendredi,0,0,45+,F,faible,8
Attessia TV,1,Vendredi,0,0,45+,F,moyen,18
Attessia TV,1,Vendredi,0,0,45+,H,faible,34
Attessia TV,1,Vendredi,0,0,45+,H,moyen,26
Attessia TV,11,Jeudi,0,1,35-44,F,moyen,2
Attessia TV,11,Jeudi,0,1,45+,H,moyen,4
Attessia TV,11,Mercredi,0,0,45+,H,moyen,2
Attessia TV,11,Vendredi,0,0,45+,H,faible,2
Attessia TV,12,Dimanche,0,0,25-34,F,faible,2
Attessia TV,12,Dimanche,0,0,25-34,H,faible,4
Attessia TV,12,Dimanche,0,0,25-34,H,moyen,2
Attessia TV,12,Dimanche,0,0,45+,H,faible,8
Attessia TV,12,Dimanche,0,0,45+,H,moyen,2
Attessia TV,12,Jeudi,0,1,35-44,F,eleve,4
Attessia TV,12,Jeudi,0,1,35-44,H,moyen,4
Attessia TV,12,Jeudi,0,1,45+,F,faible,2
Attessia TV,12,Jeudi,0,1,45+,F,moyen,4
Attessia TV,12,Jeudi,0,1,45+,H,faible,2
Attessia TV,12,Jeudi,0,1,45+,H,moyen,2
Attessia TV,12,Lundi,0,0,45+,H,faible,2
Attessia TV,12,Samedi,0,0,35-44,F,moyen,2
Attessia TV,12,Samedi,0,0,45+,F,moyen,4
Attessia TV,12,Samedi,0,0,45+,H,faible,4
Attessia TV,12,Vendredi,0,0,45+,H,faible,2
Attessia TV,13,Dimanche,0,0,25-34,H,faible,6
Attessia TV,13,Dimanche,0,0,25-34,H,moyen,8
Attessia TV,13,Dimanche,0,0,35-44,F,faible,2
Attessia TV,13,Dimanche,0,0,35-44,H,faible,4
Attessia TV,13,Dimanche,0,0,35-44,H,moyen,16
Attessia TV,13,Dimanche,0,0,45+,F,faible,4
Attessia TV,13,Dimanche,0,0,45+,F,moyen,10
Attessia TV,13,Dimanche,0,0,45+,H,faible,14
Attessia TV,13,Dimanche,0,0,45+,H,moyen,20
Attessia TV,13,Jeudi,0,1,25-34,H,faible,2
Attessia TV,13,Jeudi,0,1,25-34,H,moyen,2
Attessia TV,13,Jeudi,0,1,35-44,F,moyen,6
Attessia TV,13,Jeudi,0,1,35-44,H,faible,4
Attessia TV,13,Jeudi,0,1,35-44,H,moyen,20
Attessia TV,13,Jeudi,0,1,45+,F,faible,8
Attessia TV,13,Jeudi,0,1,45+,F,moyen,20
Attessia TV,13,Jeudi,0,1,45+,H,faible,18
Attessia TV,13,Jeudi,0,1,45+,H,moyen,36
Attessia TV,13,Lundi,0,0,25-34,H,moyen,2
Attessia TV,13,Lundi,0,0,35-44,F,faible,2
Attessia TV,13,Lundi,0,0,35-44,F,moyen,4
Attessia TV,13,Lundi,0,0,35-44,H,faible,4
Attessia TV,13,Lundi,0,0,35-44,H,moyen,8
Attessia TV,13,Lundi,0,0,45+,F,moyen,4
Attessia TV,13,Lundi,0,0,45+,H,faible,10
Attessia TV,13,Lundi,0,0,45+,H,moyen,2
Attessia TV,13,Mardi,0,0,25-34,H,moyen,2
Attessia TV,13,Mardi,0,0,35-44,F,faible,2
Attessia TV,13,Mardi,0,0,35-44,H,faible,4
Attessia TV,13,Mardi,0,0,35-44,H,moyen,2
Attessia TV,13,Mardi,0,0,45+,F,faible,6
Attessia TV,13,Mardi,0,0,45+,F,moyen,4
Attessia TV,13,Mardi,0,0,45+,H,faible,4
Attessia TV,13,Mardi,0,0,45+,H,moyen,10
Attessia TV,13,Mercredi,0,0,25-34,F,moyen,2
Attessia TV,13,Mercredi,0,0,35-44,H,faible,2
Attessia TV,13,Mercredi,0,0,35-44,H,moyen,4
Attessia TV,13,Mercredi,0,0,45+,F,moyen,2
Attessia TV,13,Mercredi,0,0,45+,H,faible,6
Attessia TV,13,Mercredi,0,0,45+,H,moyen,8
Attessia TV,13,Samedi,0,0,25-34,F,moyen,2
Attessia TV,13,Samedi,0,0,25-34,H,faible,2
Attessia TV,13,Samedi,0,0,25-34,H,moyen,4
Attessia TV,13,Samedi,0,0,35-44,F,faible,2
Attessia TV,13,Samedi,0,0,35-44,H,faible,8
Attessia TV,13,Samedi,0,0,35-44,H,moyen,6
Attessia TV,13,Samedi,0,0,45+,F,faible,2
Attessia TV,13,Samedi,0,0,45+,F,moyen,8
Attessia TV,13,Samedi,0,0,45+,H,faible,8
Attessia TV,13,Samedi,0,0,45+,H,moyen,30
Attessia TV,13,Vendredi,0,0,25-34,H,moyen,2
Attessia TV,13,Vendredi,0,0,35-44,H,faible,4
Attessia TV,13,Vendredi,0,0,35-44,H,moyen,2
Attessia TV,13,Vendredi,0,0,45+,H,eleve,2
Attessia TV,13,Vendredi,0,0,45+,H,faible,8
Attessia TV,14,Dimanche,0,0,18-24,F,faible,2
Attessia TV,14,Dimanche,0,0,18-24,F,moyen,2
Attessia TV,14,Dimanche,0,0,25-34,F,faible,4
Attessia TV,14,Dimanche,0,0,25-34,H,faible,6
Attessia TV,14,Dimanche,0,0,25-34,H,moyen,20
Attessia TV,14,Dimanche,0,0,35-44,F,faible,8
Attessia TV,14,Dimanche,0,0,35-44,F,moyen,16
Attessia TV,14,Dimanche,0,0,35-44,H,faible,22
Attessia TV,14,Dimanche,0,0,35-44,H,moyen,60
Attessia TV,14,Dimanche,0,0,45+,F,eleve,2
Attessia TV,14,Dimanche,0,0,45+,F,faible,16
Attessia TV,14,Dimanche,0,0,45+,F,moyen,24
Attessia TV,14,Dimanche,0,0,45+,H,eleve,2
Attessia TV,14,Dimanche,0,0,45+,H,faible,26
Attessia TV,14,Dimanche,0,0,45+,H,moyen,40
Attessia TV,14,Jeudi,0,1,18-24,F,faible,2
Attessia TV,14,Jeudi,0,1,18-24,H,faible,2
Attessia TV,14,Jeudi,0,1,25-34,F,faible,4
Attessia TV,14,Jeudi,0,1,25-34,F,moyen,10
Attessia TV,14,Jeudi,0,1,25-34,H,faible,22
Attessia TV,14,Jeudi,0,1,25-34,H,moyen,24
Attessia TV,14,Jeudi,0,1,35-44,F,eleve,2
Attessia TV,14,Jeudi,0,1,35-44,F,faible,16
Attessia TV,14,Jeudi,0,1,35-44,F,moyen,22
Attessia TV,14,Jeudi,0,1,35-44,H,faible,30
Attessia TV,14,Jeudi,0,1,35-44,H,moyen,44
Attessia TV,14,Jeudi,0,1,45+,F,eleve,2
Attessia TV,14,Jeudi,0,1,45+,F,faible,24
Attessia TV,14,Jeudi,0,1,45+,F,moyen,32
Attessia TV,14,Jeudi,0,1,45+,H,eleve,2
Attessia TV,14,Jeudi,0,1,45+,H,faible,48
Attessia TV,14,Jeudi,0,1,45+,H,moyen,62
Attessia TV,14,Lundi,0,0,18-24,H,faible,2
Attessia TV,14,Lundi,0,0,18-24,H,moyen,2
Attessia TV,14,Lundi,0,0,25-34,F,faible,2
Attessia TV,14,Lundi,0,0,25-34,F,moyen,4
Attessia TV,14,Lundi,0,0,25-34,H,faible,6
Attessia TV,14,Lundi,0,0,25-34,H,moyen,6
Attessia TV,14,Lundi,0,0,35-44,F,faible,14
Attessia TV,14,Lundi,0,0,35-44,F,moyen,8
Attessia TV,14,Lundi,0,0,35-44,H,faible,12
Attessia TV,14,Lundi,0,0,35-44,H,moyen,22
Attessia TV,14,Lundi,0,0,45+,F,faible,6
Attessia TV,14,Lundi,0,0,45+,F,moyen,10
Attessia TV,14,Lundi,0,0,45+,H,eleve,4
Attessia TV,14,Lundi,0,0,45+,H,faible,28
Attessia TV,14,Lundi,0,0,45+,H,moyen,42
Attessia TV,14,Mardi,0,0,18-24,H,eleve,6
Attessia TV,14,Mardi,0,0,25-34,F,faible,4
Attessia TV,14,Mardi,0,0,25-34,F,moyen,4
Attessia TV,14,Mardi,0,0,25-34,H,faible,6
Attessia TV,14,Mardi,0,0,25-34,H,moyen,20
Attessia TV,14,Mardi,0,0,35-44,F,faible,12
Attessia TV,14,Mardi,0,0,35-44,F,moyen,8
Attessia TV,14,Mardi,0,0,35-44,H,faible,12
Attessia TV,14,Mardi,0,0,35-44,H,moyen,16
Attessia TV,14,Mardi,0,0,45+,F,faible,18
Attessia TV,14,Mardi,0,0,45+,F,moyen,8
Attessia TV,14,Mardi,0,0,45+,H,faible,20
Attessia TV,14,Mardi,0,0,45+,H,moyen,44
Attessia TV,14,Mercredi,0,0,25-34,F,faible,4
Attessia TV,14,Mercredi,0,0,25-34,F,moyen,2
Attessia TV,14,Mercredi,0,0,25-34,H,faible,4
Attessia TV,14,Mercredi,0,0,25-34,H,moyen,4
Attessia TV,14,Mercredi,0,0,35-44,F,faible,4
Attessia TV,14,Mercredi,0,0,35-44,F,moyen,2
Attessia TV,14,Mercredi,0,0,35-44,H,faible,4
Attessia TV,14,Mercredi,0,0,35-44,H,moyen,10
Attessia TV,14,Mercredi,0,0,45+,F,faible,4
Attessia TV,14,Mercredi,0,0,45+,F,moyen,8
Attessia TV,14,Mercredi,0,0,45+,H,faible,16
Attessia TV,14,Mercredi,0,0,45+,H,moyen,42
Attessia TV,14,Samedi,0,0,18-24,H,eleve,2
Attessia TV,14,Samedi,0,0,25-34,F,moyen,2
Attessia TV,14,Samedi,0,0,25-34,H,faible,12
Attessia TV,14,Samedi,0,0,25-34,H,moyen,8
Attessia TV,14,Samedi,0,0,35-44,F,faible,2
Attessia TV,14,Samedi,0,0,35-44,F,moyen,12
Attessia TV,14,Samedi,0,0,35-44,H,faible,26
Attessia TV,14,Samedi,0,0,35-44,H,moyen,44
Attessia TV,14,Samedi,0,0,45+,F,faible,20
Attessia TV,14,Samedi,0,0,45+,F,moyen,26
Attessia TV,14,Samedi,0,0,45+,H,faible,56
Attessia TV,14,Samedi,0,0,45+,H,moyen,66
Attessia TV,14,Vendredi,0,0,25-34,F,faible,4
Attessia TV,14,Vendredi,0,0,25-34,H,faible,6
Attessia TV,14,Vendredi,0,0,35-44,F,faible,6
Attessia TV,14,Vendredi,0,0,35-44,F,moyen,2
Attessia TV,14,Vendredi,0,0,35-44,H,faible,12
Attessia TV,14,Vendredi,0,0,35-44,H,moyen,34
Attessia TV,14,Vendredi,0,0,45+,F,faible,6
Attessia TV,14,Vendredi,0,0,45+,F,moyen,14
Attessia TV,14,Vendredi,0,0,45+,H,eleve,2
Attessia TV,14,Vendredi,0,0,45+,H,faible,16
Attessia TV,14,Vendredi,0,0,45+,H,moyen,40
Attessia TV,15,Dimanche,0,0,18-24,F,faible,4
Attessia TV,15,Dimanche,0,0,18-24,F,moyen,2
Attessia TV,15,Dimanche,0,0,18-24,H,faible,2
Attessia TV,15,Dimanche,0,0,18-24,H,moyen,2
Attessia TV,15,Dimanche,0,0,25-34,F,faible,14
Attessia TV,15,Dimanche,0,0,25-34,F,moyen,18
Attessia TV,15,Dimanche,0,0,25-34,H,faible,26
Attessia TV,15,Dimanche,0,0,25-34,H,moyen,54
Attessia TV,15,Dimanche,0,0,35-44,F,faible,24
Attessia TV,15,Dimanche,0,0,35-44,F,moyen,42
Attessia TV,15,Dimanche,0,0,35-44,H,eleve,2
Attessia TV,15,Dimanche,0,0,35-44,H,faible,68
Attessia TV,15,Dimanche,0,0,35-44,H,moyen,158
Attessia TV,15,Dimanche,0,0,45+,F,eleve,2
Attessia TV,15,Dimanche,0,0,45+,F,faible,32
Attessia TV,15,Dimanche,0,0,45+,F,moyen,54
Attessia TV,15,Dimanche,0,0,45+,H,eleve,6
Attessia TV,15,Dimanche,0,0,45+,H,faible,86
Attessia TV,15,Dimanche,0,0,45+,H,moyen,122
Attessia TV,15,Jeudi,0,1,18-24,F,faible,2
Attessia TV,15,Jeudi,0,1,18-24,F,moyen,8
Attessia TV,15,Jeudi,0,1,18-24,H,faible,10
Attessia TV,15,Jeudi,0,1,18-24,H,moyen,6
Attessia TV,15,Jeudi,0,1,25-34,F,faible,10
Attessia TV,15,Jeudi,0,1,25-34,F,moyen,30
Attessia TV,15,Jeudi,0,1,25-34,H,eleve,2
Attessia TV,15,Jeudi,0,1,25-34,H,faible,44
Attessia TV,15,Jeudi,0,1,25-34,H,moyen,124
Attessia TV,15,Jeudi,0,1,35-44,F,faible,44
Attessia TV,15,Jeudi,0,1,35-44,F,moyen,40
Attessia TV,15,Jeudi,0,1,35-44,H,eleve,4
Attessia TV,15,Jeudi,0,1,35-44,H,faible,142
Attessia TV,15,Jeudi,0,1,35-44,H,moyen,210
Attessia TV,15,Jeudi,0,1,45+,F,faible,30
Attessia TV,15,Jeudi,0,1,45+,F,moyen,62
Attessia TV,15,Jeudi,0,1,45+,H,eleve,2
Attessia TV,15,Jeudi,0,1,45+,H,faible,122
Attessia TV,15,Jeudi,0,1,45+,H,moyen,172
Attessia TV,15,Lundi,0,0,18-24,H,moyen,6
Attessia TV,15,Lundi,0,0,25-34,F,eleve,2
Attessia TV,15,Lundi,0,0,25-34,F,faible,4
Attessia TV,15,Lundi,0,0,25-34,F,moyen,16
Attessia TV,15,Lundi,0,0,25-34,H,faible,26
Attessia TV,15,Lundi,0,0,25-34,H,moyen,34
Attessia TV,15,Lundi,0,0,35-44,F,eleve,2
