nom_chaine,heure,contexte_jour,est_ramadan,est_ferie,age_groupe_pred,sexe_pred,revenu_pred,nb_foyers
Dubai TV,21,Jeudi,0,1,45+,H,faible,66
Dubai TV,21,Jeudi,0,1,45+,H,moyen,120
Dubai TV,21,Lundi,0,0,18-24,F,eleve,18
Dubai TV,21,Lundi,0,0,18-24,F,faible,264
Dubai TV,21,Lundi,0,0,18-24,F,moyen,292
Dubai TV,21,Lundi,0,0,18-24,H,eleve,4
Dubai TV,21,Lundi,0,0,18-24,H,faible,72
Dubai TV,21,Lundi,0,0,18-24,H,moyen,116
Dubai TV,21,Lundi,0,0,25-34,F,eleve,12
Dubai TV,21,Lundi,0,0,25-34,F,faible,240
Dubai TV,21,Lundi,0,0,25-34,F,moyen,516
Dubai TV,21,Lundi,0,0,25-34,H,faible,80
Dubai TV,21,Lundi,0,0,25-34,H,moyen,178
Dubai TV,21,Lundi,0,0,35-44,F,eleve,6
Dubai TV,21,Lundi,0,0,35-44,F,faible,328
Dubai TV,21,Lundi,0,0,35-44,F,moyen,478
Dubai TV,21,Lundi,0,0,35-44,H,faible,116
Dubai TV,21,Lundi,0,0,35-44,H,moyen,200
Dubai TV,21,Lundi,0,0,45+,F,eleve,6
Dubai TV,21,Lundi,0,0,45+,F,faible,172
Dubai TV,21,Lundi,0,0,45+,F,moyen,186
Dubai TV,21,Lundi,0,0,45+,H,eleve,2
Dubai TV,21,Lundi,0,0,45+,H,faible,36
Dubai TV,21,Lundi,0,0,45+,H,moyen,78
Dubai TV,21,Mardi,0,0,18-24,F,eleve,18
Dubai TV,21,Mardi,0,0,18-24,F,faible,284
Dubai TV,21,Mardi,0,0,18-24,F,moyen,298
Dubai TV,21,Mardi,0,0,18-24,H,eleve,6
Dubai TV,21,Mardi,0,0,18-24,H,faible,74
Dubai TV,21,Mardi,0,0,18-24,H,moyen,96
Dubai TV,21,Mardi,0,0,25-34,F,eleve,4
Dubai TV,21,Mardi,0,0,25-34,F,faible,340
Dubai TV,21,Mardi,0,0,25-34,F,moyen,572
Dubai TV,21,Mardi,0,0,25-34,H,eleve,2
Dubai TV,21,Mardi,0,0,25-34,H,faible,92
Dubai TV,21,Mardi,0,0,25-34,H,moyen,164
Dubai TV,21,Mardi,0,0,35-44,F,eleve,6
Dubai TV,21,Mardi,0,0,35-44,F,faible,326
Dubai TV,21,Mardi,0,0,35-44,F,moyen,472
Dubai TV,21,Mardi,0,0,35-44,H,eleve,4
Dubai TV,21,Mardi,0,0,35-44,H,faible,114
Dubai TV,21,Mardi,0,0,35-44,H,moyen,208
Dubai TV,21,Mardi,0,0,45+,F,faible,142
Dubai TV,21,Mardi,0,0,45+,F,moyen,204
Dubai TV,21,Mardi,0,0,45+,H,faible,48
Dubai TV,21,Mardi,0,0,45+,H,moyen,84
Dubai TV,21,Mercredi,0,0,18-24,F,eleve,12
Dubai TV,21,Mercredi,0,0,18-24,F,faible,258
Dubai TV,21,Mercredi,0,0,18-24,F,moyen,304
Dubai TV,21,Mercredi,0,0,18-24,H,faible,76
Dubai TV,21,Mercredi,0,0,18-24,H,moyen,84
Dubai TV,21,Mercredi,0,0,25-34,F,eleve,8
Dubai TV,21,Mercredi,0,0,25-34,F,faible,296
Dubai TV,21,Mercredi,0,0,25-34,F,moyen,528
Dubai TV,21,Mercredi,0,0,25-34,H,eleve,2
Dubai TV,21,Mercredi,0,0,25-34,H,faible,120
Dubai TV,21,Mercredi,0,0,25-34,H,moyen,182
Dubai TV,21,Mercredi,0,0,35-44,F,eleve,4
Dubai TV,21,Mercredi,0,0,35-44,F,faible,316
Dubai TV,21,Mercredi,0,0,35-44,F,moyen,410
Dubai TV,21,Mercredi,0,0,35-44,H,eleve,4
Dubai TV,21,Mercredi,0,0,35-44,H,faible,116
Dubai TV,21,Mercredi,0,0,35-44,H,moyen,134
Dubai TV,21,Mercredi,0,0,45+,F,faible,136
Dubai TV,21,Mercredi,0,0,45+,F,moyen,250
Dubai TV,21,Mercredi,0,0,45+,H,eleve,4
Dubai TV,21,Mercredi,0,0,45+,H,faible,72
Dubai TV,21,Mercredi,0,0,45+,H,moyen,68
Dubai TV,21,Samedi,0,0,18-24,F,eleve,20
Dubai TV,21,Samedi,0,0,18-24,F,faible,376
Dubai TV,21,Samedi,0,0,18-24,F,moyen,358
Dubai TV,21,Samedi,0,0,18-24,H,eleve,8
Dubai TV,21,Samedi,0,0,18-24,H,faible,98
Dubai TV,21,Samedi,0,0,18-24,H,moyen,168
Dubai TV,21,Samedi,0,0,25-34,F,eleve,6
Dubai TV,21,Samedi,0,0,25-34,F,faible,434
Dubai TV,21,Samedi,0,0,25-34,F,moyen,720
Dubai TV,21,Samedi,0,0,25-34,H,eleve,6
Dubai TV,21,Samedi,0,0,25-34,H,faible,164
Dubai TV,21,Samedi,0,0,25-34,H,moyen,280
Dubai TV,21,Samedi,0,0,35-44,F,eleve,10
Dubai TV,21,Samedi,0,0,35-44,F,faible,476
Dubai TV,21,Samedi,0,0,35-44,F,moyen,730
Dubai TV,21,Samedi,0,0,35-44,H,faible,156
Dubai TV,21,Samedi,0,0,35-44,H,moyen,268
Dubai TV,21,Samedi,0,0,45+,F,faible,208
Dubai TV,21,Samedi,0,0,45+,F,moyen,310
Dubai TV,21,Samedi,0,0,45+,H,faible,56
Dubai TV,21,Samedi,0,0,45+,H,moyen,106
Dubai TV,21,Vendredi,0,0,18-24,F,eleve,34
Dubai TV,21,Vendredi,0,0,18-24,F,faible,344
Dubai TV,21,Vendredi,0,0,18-24,F,moyen,462
Dubai TV,21,Vendredi,0,0,18-24,H,eleve,8
Dubai TV,21,Vendredi,0,0,18-24,H,faible,86
Dubai TV,21,Vendredi,0,0,18-24,H,moyen,176
Dubai TV,21,Vendredi,0,0,25-34,F,eleve,12
Dubai TV,21,Vendredi,0,0,25-34,F,faible,452
Dubai TV,21,Vendredi,0,0,25-34,F,moyen,862
Dubai TV,21,Vendredi,0,0,25-34,H,eleve,6
Dubai TV,21,Vendredi,0,0,25-34,H,faible,164
Dubai TV,21,Vendredi,0,0,25-34,H,moyen,278
Dubai TV,21,Vendredi,0,0,35-44,F,eleve,10
Dubai TV,21,Vendredi,0,0,35-44,F,faible,492
Dubai TV,21,Vendredi,0,0,35-44,F,moyen,764
Dubai TV,21,Vendredi,0,0,35-44,H,faible,150
Dubai TV,21,Vendredi,0,0,35-44,H,moyen,250
Dubai TV,21,Vendredi,0,0,45+,F,eleve,6
Dubai TV,21,Vendredi,0,0,45+,F,faible,218
Dubai TV,21,Vendredi,0,0,45+,F,moyen,306
Dubai TV,21,Vendredi,0,0,45+,H,faible,64
Dubai TV,21,Vendredi,0,0,45+,H,moyen,80
Dubai TV,22,Dimanche,0,0,18-24,F,eleve,24
Dubai TV,22,Dimanche,0,0,18-24,F,faible,278
Dubai TV,22,Dimanche,0,0,18-24,F,moyen,308
Dubai TV,22,Dimanche,0,0,18-24,H,eleve,12
Dubai TV,22,Dimanche,0,0,18-24,H,faible,104
Dubai TV,22,Dimanche,0,0,18-24,H,moyen,130
Dubai TV,22,Dimanche,0,0,25-34,F,faible,242
Dubai TV,22,Dimanche,0,0,25-34,F,moyen,502
Dubai TV,22,Dimanche,0,0,25-34,H,faible,104
Dubai TV,22,Dimanche,0,0,25-34,H,moyen,156
Dubai TV,22,Dimanche,0,0,35-44,F,eleve,2
Dubai TV,22,Dimanche,0,0,35-44,F,faible,322
Dubai TV,22,Dimanche,0,0,35-44,F,moyen,426
Dubai TV,22,Dimanche,0,0,35-44,H,faible,108
Dubai TV,22,Dimanche,0,0,35-44,H,moyen,196
Dubai TV,22,Dimanche,0,0,45+,F,faible,118
Dubai TV,22,Dimanche,0,0,45+,F,moyen,270
Dubai TV,22,Dimanche,0,0,45+,H,eleve,2
Dubai TV,22,Dimanche,0,0,45+,H,faible,26
Dubai TV,22,Dimanche,0,0,45+,H,moyen,60
Dubai TV,22,Jeudi,0,1,18-24,F,eleve,34
Dubai TV,22,Jeudi,0,1,18-24,F,faible,294
Dubai TV,22,Jeudi,0,1,18-24,F,moyen,242
Dubai TV,22,Jeudi,0,1,18-24,H,eleve,8
Dubai TV,22,Jeudi,0,1,18-24,H,faible,62
Dubai TV,22,Jeudi,0,1,18-24,H,moyen,78
Dubai TV,22,Jeudi,0,1,25-34,F,eleve,18
Dubai TV,22,Jeudi,0,1,25-34,F,faible,262
Dubai TV,22,Jeudi,0,1,25-34,F,moyen,480
Dubai TV,22,Jeudi,0,1,25-34,H,eleve,6
Dubai TV,22,Jeudi,0,1,25-34,H,faible,112
Dubai TV,22,Jeudi,0,1,25-34,H,moyen,138
Dubai TV,22,Jeudi,0,1,35-44,F,eleve,2
Dubai TV,22,Jeudi,0,1,35-44,F,faible,306
Dubai TV,22,Jeudi,0,1,35-44,F,moyen,406
Dubai TV,22,Jeudi,0,1,35-44,H,eleve,2
Dubai TV,22,Jeudi,0,1,35-44,H,faible,74
Dubai TV,22,Jeudi,0,1,35-44,H,moyen,136
Dubai TV,22,Jeudi,0,1,45+,F,eleve,4
Dubai TV,22,Jeudi,0,1,45+,F,faible,110
Dubai TV,22,Jeudi,0,1,45+,F,moyen,166
Dubai TV,22,Jeudi,0,1,45+,H,faible,28
Dubai TV,22,Jeudi,0,1,45+,H,moyen,68
Dubai TV,22,Lundi,0,0,18-24,F,eleve,20
Dubai TV,22,Lundi,0,0,18-24,F,faible,210
Dubai TV,22,Lundi,0,0,18-24,F,moyen,218
Dubai TV,22,Lundi,0,0,18-24,H,eleve,2
Dubai TV,22,Lundi,0,0,18-24,H,faible,58
Dubai TV,22,Lundi,0,0,18-24,H,moyen,84
Dubai TV,22,Lundi,0,0,25-34,F,eleve,6
Dubai TV,22,Lundi,0,0,25-34,F,faible,178
Dubai TV,22,Lundi,0,0,25-34,F,moyen,300
Dubai TV,22,Lundi,0,0,25-34,H,eleve,4
Dubai TV,22,Lundi,0,0,25-34,H,faible,84
Dubai TV,22,Lundi,0,0,25-34,H,moyen,104
Dubai TV,22,Lundi,0,0,35-44,F,faible,184
Dubai TV,22,Lundi,0,0,35-44,F,moyen,332
Dubai TV,22,Lundi,0,0,35-44,H,faible,74
Dubai TV,22,Lundi,0,0,35-44,H,moyen,114
Dubai TV,22,Lundi,0,0,45+,F,eleve,6
Dubai TV,22,Lundi,0,0,45+,F,faible,98
Dubai TV,22,Lundi,0,0,45+,F,moyen,112
Dubai TV,22,Lundi,0,0,45+,H,faible,34
Dubai TV,22,Lundi,0,0,45+,H,moyen,44
Dubai TV,22,Mardi,0,0,18-24,F,eleve,20
Dubai TV,22,Mardi,0,0,18-24,F,faible,178
Dubai TV,22,Mardi,0,0,18-24,F,moyen,208
Dubai TV,22,Mardi,0,0,18-24,H,faible,54
Dubai TV,22,Mardi,0,0,18-24,H,moyen,90
Dubai TV,22,Mardi,0,0,25-34,F,eleve,4
Dubai TV,22,Mardi,0,0,25-34,F,faible,192
Dubai TV,22,Mardi,0,0,25-34,F,moyen,346
Dubai TV,22,Mardi,0,0,25-34,H,eleve,4
Dubai TV,22,Mardi,0,0,25-34,H,faible,72
Dubai TV,22,Mardi,0,0,25-34,H,moyen,98
Dubai TV,22,Mardi,0,0,35-44,F,faible,228
Dubai TV,22,Mardi,0,0,35-44,F,moyen,402
Dubai TV,22,Mardi,0,0,35-44,H,faible,60
Dubai TV,22,Mardi,0,0,35-44,H,moyen,96
Dubai TV,22,Mardi,0,0,45+,F,eleve,2
Dubai TV,22,Mardi,0,0,45+,F,faible,96
Dubai TV,22,Mardi,0,0,45+,F,moyen,116
Dubai TV,22,Mardi,0,0,45+,H,faible,18
Dubai TV,22,Mardi,0,0,45+,H,moyen,26
Dubai TV,22,Mercredi,0,0,18-24,F,eleve,6
Dubai TV,22,Mercredi,0,0,18-24,F,faible,244
Dubai TV,22,Mercredi,0,0,18-24,F,moyen,244
Dubai TV,22,Mercredi,0,0,18-24,H,faible,60
Dubai TV,22,Mercredi,0,0,18-24,H,moyen,74
Dubai TV,22,Mercredi,0,0,25-34,F,eleve,4
Dubai TV,22,Mercredi,0,0,25-34,F,faible,206
Dubai TV,22,Mercredi,0,0,25-34,F,moyen,386
Dubai TV,22,Mercredi,0,0,25-34,H,eleve,4
Dubai TV,22,Mercredi,0,0,25-34,H,faible,74
Dubai TV,22,Mercredi,0,0,25-34,H,moyen,102
Dubai TV,22,Mercredi,0,0,35-44,F,eleve,6
Dubai TV,22,Mercredi,0,0,35-44,F,faible,224
Dubai TV,22,Mercredi,0,0,35-44,F,moyen,260
Dubai TV,22,Mercredi,0,0,35-44,H,eleve,4
Dubai TV,22,Mercredi,0,0,35-44,H,faible,60
Dubai TV,22,Mercredi,0,0,35-44,H,moyen,80
Dubai TV,22,Mercredi,0,0,45+,F,faible,112
Dubai TV,22,Mercredi,0,0,45+,F,moyen,150
Dubai TV,22,Mercredi,0,0,45+,H,faible,38
Dubai TV,22,Mercredi,0,0,45+,H,moyen,38
Dubai TV,22,Samedi,0,0,18-24,F,eleve,22
Dubai TV,22,Samedi,0,0,18-24,F,faible,262
Dubai TV,22,Samedi,0,0,18-24,F,moyen,328
Dubai TV,22,Samedi,0,0,18-24,H,eleve,6
Dubai TV,22,Samedi,0,0,18-24,H,faible,58
Dubai TV,22,Samedi,0,0,18-24,H,moyen,102
Dubai TV,22,Samedi,0,0,25-34,F,eleve,8
Dubai TV,22,Samedi,0,0,25-34,F,faible,310
Dubai TV,22,Samedi,0,0,25-34,F,moyen,498
Dubai TV,22,Samedi,0,0,25-34,H,eleve,2
Dubai TV,22,Samedi,0,0,25-34,H,faible,102
Dubai TV,22,Samedi,0,0,25-34,H,moyen,124
Dubai TV,22,Samedi,0,0,35-44,F,eleve,4
Dubai TV,22,Samedi,0,0,35-44,F,faible,306
Dubai TV,22,Samedi,0,0,35-44,F,moyen,448
Dubai TV,22,Samedi,0,0,35-44,H,eleve,2
Dubai TV,22,Samedi,0,0,35-44,H,faible,128
Dubai TV,22,Samedi,0,0,35-44,H,moyen,176
Dubai TV,22,Samedi,0,0,45+,F,eleve,2
Dubai TV,22,Samedi,0,0,45+,F,faible,120
Dubai TV,22,Samedi,0,0,45+,F,moyen,166
Dubai TV,22,Samedi,0,0,45+,H,faible,66
Dubai TV,22,Samedi,0,0,45+,H,moyen,76
Dubai TV,22,Vendredi,0,0,18-24,F,eleve,22
Dubai TV,22,Vendredi,0,0,18-24,F,faible,318
Dubai TV,22,Vendredi,0,0,18-24,F,moyen,372
Dubai TV,22,Vendredi,0,0,18-24,H,eleve,6
Dubai TV,22,Vendredi,0,0,18-24,H,faible,92
Dubai TV,22,Vendredi,0,0,18-24,H,moyen,120
Dubai TV,22,Vendredi,0,0,25-34,F,eleve,8
Dubai TV,22,Vendredi,0,0,25-34,F,faible,348
Dubai TV,22,Vendredi,0,0,25-34,F,moyen,642
Dubai TV,22,Vendredi,0,0,25-34,H,eleve,6
Dubai TV,22,Vendredi,0,0,25-34,H,faible,116
Dubai TV,22,Vendredi,0,0,25-34,H,moyen,178
Dubai TV,22,Vendredi,0,0,35-44,F,eleve,4
Dubai TV,22,Vendredi,0,0,35-44,F,faible,392
Dubai TV,22,Vendredi,0,0,35-44,F,moyen,546
Dubai TV,22,Vendredi,0,0,35-44,H,faible,124
Dubai TV,22,Vendredi,0,0,35-44,H,moyen,186
Dubai TV,22,Vendredi,0,0,45+,F,eleve,4
Dubai TV,22,Vendredi,0,0,45+,F,faible,118
Dubai TV,22,Vendredi,0,0,45+,F,moyen,258
Dubai TV,22,Vendredi,0,0,45+,H,faible,48
Dubai TV,22,Vendredi,0,0,45+,H,moyen,70
Dubai TV,23,Dimanche,0,0,18-24,F,eleve,12
Dubai TV,23,Dimanche,0,0,18-24,F,faible,162
Dubai TV,23,Dimanche,0,0,18-24,F,moyen,148
Dubai TV,23,Dimanche,0,0,18-24,H,eleve,2
Dubai TV,23,Dimanche,0,0,18-24,H,faible,52
Dubai TV,23,Dimanche,0,0,18-24,H,moyen,62
Dubai TV,23,Dimanche,0,0,25-34,F,faible,142
Dubai TV,23,Dimanche,0,0,25-34,F,moyen,238
Dubai TV,23,Dimanche,0,0,25-34,H,eleve,2
Dubai TV,23,Dimanche,0,0,25-34,H,faible,42
Dubai TV,23,Dimanche,0,0,25-34,H,moyen,94
Dubai TV,23,Dimanche,0,0,35-44,F,eleve,2
Dubai TV,23,Dimanche,0,0,35-44,F,faible,218
Dubai TV,23,Dimanche,0,0,35-44,F,moyen,282
Dubai TV,23,Dimanche,0,0,35-44,H,faible,44
Dubai TV,23,Dimanche,0,0,35-44,H,moyen,78
Dubai TV,23,Dimanche,0,0,45+,F,eleve,2
Dubai TV,23,Dimanche,0,0,45+,F,faible,90
Dubai TV,23,Dimanche,0,0,45+,F,moyen,124
Dubai TV,23,Dimanche,0,0,45+,H,faible,30
Dubai TV,23,Dimanche,0,0,45+,H,moyen,44
Dubai TV,23,Jeudi,0,1,18-24,F,eleve,8
Dubai TV,23,Jeudi,0,1,18-24,F,faible,170
Dubai TV,23,Jeudi,0,1,18-24,F,moyen,132
Dubai TV,23,Jeudi,0,1,18-24,H,eleve,4
Dubai TV,23,Jeudi,0,1,18-24,H,faible,56
Dubai TV,23,Jeudi,0,1,18-24,H,moyen,46
Dubai TV,23,Jeudi,0,1,25-34,F,eleve,4
Dubai TV,23,Jeudi,0,1,25-34,F,faible,128
Dubai TV,23,Jeudi,0,1,25-34,F,moyen,262
Dubai TV,23,Jeudi,0,1,25-34,H,eleve,4
Dubai TV,23,Jeudi,0,1,25-34,H,faible,40
Dubai TV,23,Jeudi,0,1,25-34,H,moyen,74
Dubai TV,23,Jeudi,0,1,35-44,F,eleve,4
Dubai TV,23,Jeudi,0,1,35-44,F,faible,186
Dubai TV,23,Jeudi,0,1,35-44,F,moyen,216
Dubai TV,23,Jeudi,0,1,35-44,H,eleve,4
Dubai TV,23,Jeudi,0,1,35-44,H,faible,52
Dubai TV,23,Jeudi,0,1,35-44,H,moyen,74
Dubai TV,23,Jeudi,0,1,45+,F,eleve,6
Dubai TV,23,Jeudi,0,1,45+,F,faible,76
Dubai TV,23,Jeudi,0,1,45+,F,moyen,102
Dubai TV,23,Jeudi,0,1,45+,H,eleve,2
Dubai TV,23,Jeudi,0,1,45+,H,faible,20
Dubai TV,23,Jeudi,0,1,45+,H,moyen,38
Dubai TV,23,Lundi,0,0,18-24,F,eleve,16
Dubai TV,23,Lundi,0,0,18-24,F,faible,88
Dubai TV,23,Lundi,0,0,18-24,F,moyen,120
Dubai TV,23,Lundi,0,0,18-24,H,eleve,2
Dubai TV,23,Lundi,0,0,18-24,H,faible,36
Dubai TV,23,Lundi,0,0,18-24,H,moyen,36
Dubai TV,23,Lundi,0,0,25-34,F,eleve,2
Dubai TV,23,Lundi,0,0,25-34,F,faible,92
Dubai TV,23,Lundi,0,0,25-34,F,moyen,144
Dubai TV,23,Lundi,0,0,25-34,H,faible,32
Dubai TV,23,Lundi,0,0,25-34,H,moyen,46
Dubai TV,23,Lundi,0,0,35-44,F,eleve,2
Dubai TV,23,Lundi,0,0,35-44,F,faible,102
Dubai TV,23,Lundi,0,0,35-44,F,moyen,122
Dubai TV,23,Lundi,0,0,35-44,H,faible,42
Dubai TV,23,Lundi,0,0,35-44,H,moyen,48
Dubai TV,23,Lundi,0,0,45+,F,eleve,2
Dubai TV,23,Lundi,0,0,45+,F,faible,40
Dubai TV,23,Lundi,0,0,45+,F,moyen,48
Dubai TV,23,Lundi,0,0,45+,H,eleve,4
Dubai TV,23,Lundi,0,0,45+,H,faible,18
Dubai TV,23,Lundi,0,0,45+,H,moyen,36
Dubai TV,23,Mardi,0,0,18-24,F,eleve,4
Dubai TV,23,Mardi,0,0,18-24,F,faible,76
Dubai TV,23,Mardi,0,0,18-24,F,moyen,126
Dubai TV,23,Mardi,0,0,18-24,H,eleve,4
Dubai TV,23,Mardi,0,0,18-24,H,faible,20
Dubai TV,23,Mardi,0,0,18-24,H,moyen,50
Dubai TV,23,Mardi,0,0,25-34,F,eleve,2
Dubai TV,23,Mardi,0,0,25-34,F,faible,94
Dubai TV,23,Mardi,0,0,25-34,F,moyen,150
Dubai TV,23,Mardi,0,0,25-34,H,faible,28
Dubai TV,23,Mardi,0,0,25-34,H,moyen,54
Dubai TV,23,Mardi,0,0,35-44,F,faible,118
Dubai TV,23,Mardi,0,0,35-44,F,moyen,162
Dubai TV,23,Mardi,0,0,35-44,H,faible,26
Dubai TV,23,Mardi,0,0,35-44,H,moyen,50
Dubai TV,23,Mardi,0,0,45+,F,faible,40
Dubai TV,23,Mardi,0,0,45+,F,moyen,86
Dubai TV,23,Mardi,0,0,45+,H,eleve,2
Dubai TV,23,Mardi,0,0,45+,H,faible,16
Dubai TV,23,Mardi,0,0,45+,H,moyen,14
Dubai TV,23,Mercredi,0,0,18-24,F,eleve,8
Dubai TV,23,Mercredi,0,0,18-24,F,faible,120
Dubai TV,23,Mercredi,0,0,18-24,F,moyen,124
Dubai TV,23,Mercredi,0,0,18-24,H,eleve,10
Dubai TV,23,Mercredi,0,0,18-24,H,faible,30
Dubai TV,23,Mercredi,0,0,18-24,H,moyen,40
Dubai TV,23,Mercredi,0,0,25-34,F,faible,94
Dubai TV,23,Mercredi,0,0,25-34,F,moyen,170
Dubai TV,23,Mercredi,0,0,25-34,H,faible,24
Dubai TV,23,Mercredi,0,0,25-34,H,moyen,52
Dubai TV,23,Mercredi,0,0,35-44,F,eleve,4
Dubai TV,23,Mercredi,0,0,35-44,F,faible,114
Dubai TV,23,Mercredi,0,0,35-44,F,moyen,138
Dubai TV,23,Mercredi,0,0,35-44,H,faible,38
Dubai TV,23,Mercredi,0,0,35-44,H,moyen,50
Dubai TV,23,Mercredi,0,0,45+,F,faible,26
Dubai TV,23,Mercredi,0,0,45+,F,moyen,78
Dubai TV,23,Mercredi,0,0,45+,H,eleve,2
Dubai TV,23,Mercredi,0,0,45+,H,faible,22
Dubai TV,23,Mercredi,0,0,45+,H,moyen,28
Dubai TV,23,Samedi,0,0,18-24,F,eleve,12
Dubai TV,23,Samedi,0,0,18-24,F,faible,158
Dubai TV,23,Samedi,0,0,18-24,F,moyen,174
Dubai TV,23,Samedi,0,0,18-24,H,eleve,14
Dubai TV,23,Samedi,0,0,18-24,H,faible,34
Dubai TV,23,Samedi,0,0,18-24,H,moyen,48
Dubai TV,23,Samedi,0,0,25-34,F,eleve,4
Dubai TV,23,Samedi,0,0,25-34,F,faible,138
Dubai TV,23,Samedi,0,0,25-34,F,moyen,270
Dubai TV,23,Samedi,0,0,25-34,H,faible,42
Dubai TV,23,Samedi,0,0,25-34,H,moyen,76
Dubai TV,23,Samedi,0,0,35-44,F,eleve,8
Dubai TV,23,Samedi,0,0,35-44,F,faible,200
Dubai TV,23,Samedi,0,0,35-44,F,moyen,208
Dubai TV,23,Samedi,0,0,35-44,H,faible,56
Dubai TV,23,Samedi,0,0,35-44,H,moyen,88
Dubai TV,23,Samedi,0,0,45+,F,faible,74
Dubai TV,23,Samedi,0,0,45+,F,moyen,132
Dubai TV,23,Samedi,0,0,45+,H,faible,28
Dubai TV,23,Samedi,0,0,45+,H,moyen,56
Dubai TV,23,Vendredi,0,0,18-24,F,eleve,6
Dubai TV,23,Vendredi,0,0,18-24,F,faible,190
Dubai TV,23,Vendredi,0,0,18-24,F,moyen,170
Dubai TV,23,Vendredi,0,0,18-24,H,eleve,2
Dubai TV,23,Vendredi,0,0,18-24,H,faible,50
Dubai TV,23,Vendredi,0,0,18-24,H,moyen,86
Dubai TV,23,Vendredi,0,0,25-34,F,faible,164
Dubai TV,23,Vendredi,0,0,25-34,F,moyen,312
Dubai TV,23,Vendredi,0,0,25-34,H,eleve,2
Dubai TV,23,Vendredi,0,0,25-34,H,faible,54
Dubai TV,23,Vendredi,0,0,25-34,H,moyen,58
Dubai TV,23,Vendredi,0,0,35-44,F,faible,240
Dubai TV,23,Vendredi,0,0,35-44,F,moyen,316
Dubai TV,23,Vendredi,0,0,35-44,H,faible,66
Dubai TV,23,Vendredi,0,0,35-44,H,moyen,98
Dubai TV,23,Vendredi,0,0,45+,F,faible,90
Dubai TV,23,Vendredi,0,0,45+,F,moyen,120
Dubai TV,23,Vendredi,0,0,45+,H,faible,16
Dubai TV,23,Vendredi,0,0,45+,H,moyen,48
El Hiwar,0,Dimanche,0,0,18-24,F,faible,33
El Hiwar,0,Dimanche,0,0,18-24,F,moyen,45
El Hiwar,0,Dimanche,0,0,18-24,H,eleve,3
El Hiwar,0,Dimanche,0,0,18-24,H,faible,27
El Hiwar,0,Dimanche,0,0,18-24,H,moyen,51
El Hiwar,0,Dimanche,0,0,25-34,F,faible,33
El Hiwar,0,Dimanche,0,0,25-34,F,moyen,60
El Hiwar,0,Dimanche,0,0,25-34,H,faible,42
El Hiwar,0,Dimanche,0,0,25-34,H,moyen,45
El Hiwar,0,Dimanche,0,0,35-44,F,faible,66
El Hiwar,0,Dimanche,0,0,35-44,F,moyen,54
El Hiwar,0,Dimanche,0,0,35-44,H,faible,39
El Hiwar,0,Dimanche,0,0,35-44,H,moyen,66
El Hiwar,0,Dimanche,0,0,45+,F,faible,30
El Hiwar,0,Dimanche,0,0,45+,F,moyen,75
El Hiwar,0,Dimanche,0,0,45+,H,faible,24
El Hiwar,0,Dimanche,0,0,45+,H,moyen,54
El Hiwar,0,Jeudi,0,1,18-24,F,eleve,9
El Hiwar,0,Jeudi,0,1,18-24,F,faible,54
El Hiwar,0,Jeudi,0,1,18-24,F,moyen,39
El Hiwar,0,Jeudi,0,1,18-24,H,faible,39
El Hiwar,0,Jeudi,0,1,18-24,H,moyen,33
El Hiwar,0,Jeudi,0,1,25-34,F,faible,54
El Hiwar,0,Jeudi,0,1,25-34,F,moyen,42
El Hiwar,0,Jeudi,0,1,25-34,H,eleve,3
El Hiwar,0,Jeudi,0,1,25-34,H,faible,39
El Hiwar,0,Jeudi,0,1,25-34,H,moyen,45
El Hiwar,0,Jeudi,0,1,35-44,F,eleve,3
El Hiwar,0,Jeudi,0,1,35-44,F,faible,57
El Hiwar,0,Jeudi,0,1,35-44,F,moyen,63
El Hiwar,0,Jeudi,0,1,35-44,H,eleve,3
El Hiwar,0,Jeudi,0,1,35-44,H,faible,51
El Hiwar,0,Jeudi,0,1,35-44,H,moyen,48
El Hiwar,0,Jeudi,0,1,45+,F,eleve,3
El Hiwar,0,Jeudi,0,1,45+,F,faible,51
El Hiwar,0,Jeudi,0,1,45+,F,moyen,48
El Hiwar,0,Jeudi,0,1,45+,H,eleve,3
El Hiwar,0,Jeudi,0,1,45+,H,faible,18
El Hiwar,0,Jeudi,0,1,45+,H,moyen,30
El Hiwar,0,Lundi,0,0,18-24,F,faible,33
El Hiwar,0,Lundi,0,0,18-24,F,moyen,39
El Hiwar,0,Lundi,0,0,18-24,H,faible,48
El Hiwar,0,Lundi,0,0,18-24,H,moyen,27
El Hiwar,0,Lundi,0,0,25-34,F,eleve,3
El Hiwar,0,Lundi,0,0,25-34,F,faible,6
El Hiwar,0,Lundi,0,0,25-34,F,moyen,36
El Hiwar,0,Lundi,0,0,25-34,H,faible,27
El Hiwar,0,Lundi,0,0,25-34,H,moyen,12
El Hiwar,0,Lundi,0,0,35-44,F,faible,24
El Hiwar,0,Lundi,0,0,35-44,F,moyen,42
El Hiwar,0,Lundi,0,0,35-44,H,faible,18
El Hiwar,0,Lundi,0,0,35-44,H,moyen,33
El Hiwar,0,Lundi,0,0,45+,F,eleve,3
El Hiwar,0,Lundi,0,0,45+,F,faible,27
El Hiwar,0,Lundi,0,0,45+,F,moyen,33
El Hiwar,0,Lundi,0,0,45+,H,faible,33
El Hiwar,0,Lundi,0,0,45+,H,moyen,36
El Hiwar,0,Mardi,0,0,18-24,F,faible,18
